respondent_id,role,class_name,submitted_at,S0.1,S0.2,S0.3,S0.4,S1.1,S1.1__freetext,S1.2,S1.3,S1.4,S1.5,S1.6,S2.1,S2.2,S2.3,S2.4,S2.4__freetext,S2.5,S3.1,S3.2,S3.3,S3.4,S3.5,S3.6,S3.7,S4.1,S4.2,S4.3,S4.4,S4.5,S5.1,S5.2,S5.3,S5.4,S5.5,S6.1,S6.2,S6.3,S6.4,S7.1,S7.2,S7.3
S232,student,3BHITM,2026-05-06T06:23:20.8366667,11. Schulstufe,Informatik,4,"Ja, regelmäßig",Google Gemini|Perplexity|Claude Code,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code",Laptop,3,Täglich,"Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme",Hauptsächlich zu Hause,Angewandte Mathematik|Programmierunterricht|Physik,,"Mit mir, ohne aufwendige Prompts, auf einer ähnlichen Ebene kommunizieren zu können.","Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,3,3,1,3,3,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Motivation und Abwechslung beim Lernen",2,1,Manchmal,2,3,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig","Wenn ich dadurch schlechter benotet werde, wegen ""KI-Abgabe"".",Keine Aussage.,
S233,student,3BHITM,2026-05-06T06:25:01.0133333,11. Schulstufe,Informatik,4,"Ja, regelmäßig",Google Gemini|Perplexity|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code",Laptop,2,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Hauptsächlich zu Hause,Angewandte Mathematik|Programmierunterricht,,Fehler und Muster erkennen und gezielt weiterhelfen ohne die Lösung einfach nur aufzuschreiben sondern mittels genauen Erklärungen die Lösung begründen.,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,Beides wäre hilfreich,"Gezieltes Erklären, Anpassung an den Folien, PDF's und generell Schwierigkeitsgrad der Schule. (Machnchmal verstehen die Tools die Aufgabe zu ""leicht"" jedoch wird in der Schule etwas anderes schwereres gefordert)",4,1,3,3,3,"Gezielte Vorbereitung auf Prüfungen|Motivation und Abwechslung beim Lernen|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",2,3,Meistens,4,3,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen|Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Wenn ich durch diesen ein Thema verstehe und anwenden kann und dies im Unterricht wenig bis gar nicht anerkannt wird.,"Lernhife, Verstehen von schwierigen Themen",
S234,student,3BHITM,2026-05-06T06:27:53.0600000,11. Schulstufe,Informatik,4,"Ja, regelmäßig",Claude Code|Claude Cowork,,"Ja, über 10 €/Monat",Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Texte schreiben oder verbessern|Prüfungsvorbereitung",Laptop,3,Etwa einmal pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich zu Hause,Angewandte Mathematik,,Weniger Fehler bei mathematischen Rechnungen,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Zusammenfassungen von Unterrichtsmaterial erstellen|Sich an mein Lerntempo und meinen Wissensstand anpassen",Mit Bildern und Diagrammen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, vereinfachte Sprache wäre hilfreich",,2,2,4,3,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",3,2,Meistens,1,3,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Chats / Daten öffentlich gemacht,"Kennt meine Lehrer (nicht persönlich), kennt Aufgaben und Test Termine u. Co","Mehr KI unterricht, übungen gezielt mit ki lösen"
S235,student,3BHITM,2026-05-06T07:48:22.5666667,11. Schulstufe,Informatik,3,"Ja, ein paar Mal ausprobiert",ChatGPT|Google Gemini|Claude Code|Claude Cowork,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,2,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht|Physik,,Praktische Aufgaben und Szenarien zum Wiederholen,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Zusammenfassungen von Unterrichtsmaterial erstellen|Sich an mein Lerntempo und meinen Wissensstand anpassen",Mit Beispielen und Vergleichen aus dem Alltag,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich","Verständnis für den Nutzer und Zeit, welche manger gratis Modelle verwenden kann ",4,2,3,4,3,"Personalisiertes Lerntempo|Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",,,,,,,,,,,,
S236,student,4AHIF,2026-05-04T13:04:00.9400000,12. Schulstufe,Informatik,4,"Ja, regelmäßig",Google Gemini|GitHub Copilot|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Zusammenfassungen erstellen",Desktop-PC,3,Etwa einmal pro Woche,"Beim Programmieren (Fehler finden, Code verstehen)|Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme",Hauptsächlich zu Hause,Programmierunterricht,,besser wie die anderen Gratis-Versionen sein💀,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Zusammenfassungen von Unterrichtsmaterial erstellen|Stoff Schritt für Schritt erklären",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Nein, Deutsch reicht völlig",,3,3,4,3,2,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",3,2,Manchmal,2,3,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Halluzinationen wie bei GPT,Einfachere Erklärungen auf mich zugeschnitten zu bekommen,
S237,student,4AHIF,2026-05-04T13:08:02.5933333,12. Schulstufe,Informatik,4,"Ja, regelmäßig",Google Gemini|GitHub Copilot|DeepL,,Nein,Täglich,"Programmieren und Fehlersuche im Code|Prüfungsvorbereitung|Erklärungen zu Themen, die ich nicht verstehe",Laptop,3,Etwa einmal pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Weiß ich noch nicht,Angewandte Mathematik|Programmierunterricht|Physik,,"weniger usage Limits als Claude, Bild erkennung wie Gemini (ohne Limits). Logik Verständnis wie Claude (auch programmieren), großes Context Window, gratis","Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Zusammenfassungen von Unterrichtsmaterial erstellen",Das hängt vom Thema ab — ich möchte wählen können,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",3,Beides wäre hilfreich,,4,2,3,3,2,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",3,2,Manchmal,3,4,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist","Um zu sehen, ob der KI-Tutor gut funktioniert|Um den Unterricht besser an unsere Fragen anzupassen","Ja, Quellenangaben sind mir wichtig",Wenn das Ergebniss schlechter is als bei bestehenden Modellen. ,Erklärungen anhand von dem wie man es im Unterricht bei gebracht gekriegt hat. ,"Werde den nicht verwenden, wenn er schlechter als Claude + Gemini + NotebookLM ist"
S238,student,4AHIF,2026-05-04T13:11:43.6566667,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Google Gemini|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Mehrmals pro Woche,Texte schreiben oder verbessern|Programmieren und Fehlersuche im Code|Zusammenfassungen erstellen,Laptop,3,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme",Weiß ich noch nicht,Programmierunterricht,,j,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten","Kurze, knappe Antworten",Die komplette Lösung zeigen und erklären,2,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",asd,2,2,2,2,2,Personalisiertes Lerntempo,3,2,Selten,2,2,2,"Finde ich gut, das hilft beim Lernen",Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",,,
S239,student,4AHIF,2026-05-04T13:11:54.2733333,12. Schulstufe,Informatik,3,"Ja, regelmäßig",Microsoft Copilot|Google Gemini|Claude Code,Hawara wie soll ich Novedu verwenden,"Ja, über 10 €/Monat",Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Desktop-PC,2,Gar nicht,"Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Beim Programmieren (Fehler finden, Code verstehen)|Zum eigenständigen Vertiefen über den Unterricht hinaus",Hauptsächlich zu Hause,Angewandte Mathematik|Programmierunterricht|Physik,,"Müsste ähnliches „Können“ wie bspw. Claude erfüllen, usage Limits müssten ausreichen (nicht 2 Prints pro Jahr, Context Window (falls eigenes Modell) müsste auch mit aktuellen Anbietern vergleichbar sein. Fürs Programmieren müsste auch eine Art CLI verfügbar sein, weil Webversionen da wenig bringen","Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,Beides wäre hilfreich,Usage Limits sind zu niedrig (dass ihr das aber löst bezweifle ich halt),4,2,3,3,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben",3,3,Meistens,1,2,4,Nur wenn ich vorher informiert werde,Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig","Sammeln von Daten, Weiterleitung von Chats an Lehrkräfte ",Hilft beim Lernen etc,"Zum Punkt Chats mit Lehrern Teilen: die einzige Option die hier für mich „ok“ scheint wäre wenn der Lehrer eine generierte Zusammenfassung der Chats bekäme. Heist es wird nicht der Chat, sondern nur die Info dass sich 5 Leute mit einem Thema nicht auskennen weitergeleitet (natürlich auch anonymisiert). Sonst könnte bei Chats (bspw. durch Sprechstile, schlechte Deutschkenntnisse etc) trotzdem herausgefunden werden, wer diese Fragen gestellt hat."
S240,student,4AHIF,2026-05-04T13:23:28.3666667,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Google Gemini|DeepL|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Mehrmals pro Woche,Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung,Laptop,4,Etwa einmal pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich zu Hause,Programmierunterricht|Deutsch|Physik,,"Schnellere responses, infos anhand von schulunterlagen","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen",Das hängt vom Thema ab — ich möchte wählen können,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",4,"Ja, vereinfachte Sprache wäre hilfreich",Hat einfach keinen Zugriff auf genau das Zeug was die Lehrer beibringen,3,3,4,3,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",4,2,Manchmal,1,3,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Hallucinations,Infos anhand tatsächlich relevanten Quellen,
S241,student,4AHIF,2026-05-04T13:27:53.5233333,12. Schulstufe,Informatik,3,"Ja, regelmäßig",Google Gemini|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,2,Etwa einmal pro Woche,"Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zur Vorbereitung auf Tests und Schularbeiten|Bei Hausübungen, wenn ich nicht weiterkomme",Hauptsächlich zu Hause,Angewandte Mathematik|Deutsch|Physik,,Sachen erklären ohne direkt die Lösung zu sagen,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Zusammenfassungen von Unterrichtsmaterial erstellen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich",,3,3,3,4,3,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben",2,3,Immer,1,4,4,Nur wenn ich vorher informiert werde,Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Kontrolle der Schüler durch die Chats,Lernunterstützung ohne direkte Lösung,
S242,student,4AHIF,2026-05-04T13:34:50.1466667,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|GitHub Copilot|Claude Code,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Zusammenfassungen erstellen",Laptop,4,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Beim Programmieren (Fehler finden, Code verstehen)|Zum eigenständigen Vertiefen über den Unterricht hinaus",Beides gleichermaßen,Programmierunterricht|Deutsch,,"Keine limitierung bei sachen die eventuell illegal sind. Gemini liefert da ständig false positives. 
Unlimited usage
Muss natürlich ein aktuelles modell sein","Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Zusammenfassungen von Unterrichtsmaterial erstellen|Quellen und weiterführende Links anbieten",Das hängt vom Thema ab — ich möchte wählen können,Die komplette Lösung zeigen und erklären,4,"Nein, Deutsch reicht völlig",,3,3,4,3,4,Bessere Erklärungen als im Lehrbuch|Motivation und Abwechslung beim Lernen,4,4,Selten,1,1,1,Ist mir egal,"Um häufige Missverständnisse zu erkennen|Um zu sehen, ob der KI-Tutor gut funktioniert","Ja, Quellenangaben sind mir wichtig","Wenn er schlechter wie gemini ist
Wenn er ein so niediges limit wie chatgpt hat
",Zeitersparnis - man muss den KIs nicht mehr alle unterlagen vom unterricht hochladen damit die ergebnisse dazu passen.,"Ki is wirklich hilfreich. Manche benuzten sie auch zu viel aber ich denke es liegt in der verantwortung des users wie man mit ki umgeht. Wenn man nur ki verwendet und dann nichts kann ist man selber schuld. Wenn man hüs mit ki macht aber dafür beim test gut ist find ich das super, das spart viel zeit und wenn man es sich selber beibringt lernt man individueller als wenn man nach der reihe die hüs macht"
S243,student,4AHIF,2026-05-04T14:34:47.5900000,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Google Gemini|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Zusammenfassungen erstellen",Laptop,4,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Beim Programmieren (Fehler finden, Code verstehen)|Um Texte zu verbessern oder Feedback zu bekommen",Hauptsächlich zu Hause,Programmierunterricht|Englisch|Angewandte Mathematik,,kein plan,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Mit Beispielen und Vergleichen aus dem Alltag,Die komplette Lösung zeigen und erklären,4,"Ja, vereinfachte Sprache wäre hilfreich",,3,3,4,3,4,"Bessere Erklärungen als im Lehrbuch|Individuelles Feedback auf meine Aufgaben|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",4,3,Meistens,2,3,4,"Finde ich gut, das hilft beim Lernen",Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",wenn ich dafür zahlen müsste,beim erklären von komplizierten Themen,
S244,student,4AHIF,2026-05-04T15:39:58.9633333,12. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|GitHub Copilot|Google Gemini|Claude Code,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Laptop,4,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Programmierunterricht|Physik|Angewandte Mathematik,,Gute Frage…eigentlich bin ich mit den anderen Tools schon zufrieden und denke nicht dass ein schulischer KI Tutor sich von der Masse abheben würde sondern habe das Gefühl dass mich vielleicht eher einschränken würde ,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Sich an mein Lerntempo und meinen Wissensstand anpassen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Ja, vereinfachte Sprache wäre hilfreich",,2,2,3,3,3,Personalisiertes Lerntempo|Gezielte Vorbereitung auf Prüfungen|Motivation und Abwechslung beim Lernen,3,2,Meistens,1,2,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist","Um häufige Missverständnisse zu erkennen|Um zu sehen, ob der KI-Tutor gut funktioniert|Um den Unterricht besser an unsere Fragen anzupassen","Ja, Quellenangaben sind mir wichtig",Mir fällt nichts bestimmtes ein…,Momentan sehe ich keinen Mehrwert dafür eigentlich…aber vielleicht ändert sich das irgendwann ,
S245,student,4AHIF,2026-05-04T15:41:56.0733333,12. Schulstufe,Informatik,4,"Ja, regelmäßig",Claude Code|GitHub Copilot|Google Gemini|DeepL,,"Ja, über 10 €/Monat",Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code",Laptop,2,Seltener,Zur Vorbereitung auf Tests und Schularbeiten,Hauptsächlich zu Hause,Angewandte Mathematik,,Themenbereiche gut erklären können,Stoff Schritt für Schritt erklären,Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, Erklärungen in einer anderen Sprache (z.B. Englisch, Muttersprache) wären hilfreich","Die Fähigkeit bestehende Aufgaben Schritt für Schritt herunterzubrechen und gleichzeitig aber bei jedem Schritt zu erklären, was passiert und vor allem warum das passiert.",4,2,3,4,2,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",1,2,Meistens,2,3,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig","Ein No-Go für mich wäre, wenn Lehrpersonen die Chats lesen können, auch wenn anonymisiert. Irgendwie lässt sich immer auf die Person rückschließen. Vertretbar wäre eine klassen/themenweite Zusammenfassung, wo in dem Themengebiet es die meisten Probleme gibt. So erhält die Lehrperson ein allgemeines Bild zum Thema, ohne jegliche Rückschlüsse auf Personen haben zu können.",An der Anpassung an die tatsächlich angezielten Themengebiete,
S246,student,4AHIF,2026-05-05T07:30:38.0900000,12. Schulstufe,Informatik,3,"Ja, regelmäßig",ChatGPT|GitHub Copilot|Claude Code,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code",Laptop,2,Mehrmals pro Woche,"Beim Programmieren (Fehler finden, Code verstehen)|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Zum eigenständigen Vertiefen über den Unterricht hinaus",Weiß ich noch nicht,Programmierunterricht,NSCS,"Es sollte die Lehrunterlagen haben, die wir im Unterricht auch verwenden.","Sich an mein Lerntempo und meinen Wissensstand anpassen|Stoff Schritt für Schritt erklären|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,Beides wäre hilfreich,Eben das es weiß was wir aktuell im Unterricht machen und die dazugehörigen Unterlagen hat.,2,3,2,3,2,"Personalisiertes Lerntempo|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",3,3,Meistens,3,2,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Dass ich irgendwelche Privaten Infos freigeben muss. (Abgesehen von Noten oder so),Wenn ich wenig Stress habe und interessiert in ein Thema bin kann ich mich auf das tatsächliche Lernen und Verstehen fokussieren. Dafür wäre ein KI Tutor ganz nett,"Ich finde einen KI Tutor recht fragwürdig was Schule betrifft, weil viele Schüler nur für Prüfung (auswendig) lernen und sich nicht wirklich Bilden bzw. Verstehen. Joa"
S247,student,4AHIF,2026-05-05T08:22:57.6600000,12. Schulstufe,Informatik,4,"Nein, noch nie",Claude Cowork,,"Ja, über 10 €/Monat",Täglich,Prüfungsvorbereitung,Laptop,2,Seltener,"Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich im Unterricht,Programmierunterricht|Physik,,Agentische KI,,,,,,,,,,,,,,,,,,,,,,,,
S248,student,4AHIF,2026-05-05T11:36:35.0600000,12. Schulstufe,Informatik,3,"Ja, ein paar Mal ausprobiert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S249,student,4BHITM,2026-05-27T12:48:43.7033333,12. Schulstufe,Informatik,2,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|Perplexity|GitHub Copilot|Claude Code,,Nein,Täglich,Hausübungen lösen oder kontrollieren|Übersetzungen|Programmieren und Fehlersuche im Code,Laptop,3,Seltener,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Weiß ich noch nicht,Programmierunterricht,,weniger Kosten,"Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen","Kurze, knappe Antworten","Einen Hinweis geben, der mich in die richtige Richtung lenkt",2,"Ja, vereinfachte Sprache wäre hilfreich",sinnvolle Aufgaben,2,3,2,4,2,Personalisiertes Lerntempo|Gezielte Vorbereitung auf Prüfungen|Bessere Erklärungen als im Lehrbuch,4,3,Meistens,4,4,3,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen|Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",Kostenplichtig,lerneffekt,"es fällt mir immer schwerer etwas zu lernen, viel mehr Faulheit"
S250,student,4BHITM,2026-05-27T12:49:00.3800000,12. Schulstufe,Informatik,4,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|Perplexity|DeepL|GitHub Copilot|Claude Code,,"Ja, über 10 €/Monat",Täglich,"Texte schreiben oder verbessern|Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code",Laptop,3,Seltener,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich zu Hause,Programmierunterricht|Angewandte Mathematik|Physik,,mathe besser erklären,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Stoff Schritt für Schritt erklären",Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, vereinfachte Sprache wäre hilfreich",,2,2,3,3,3,Bessere Erklärungen als im Lehrbuch|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben,3,3,Manchmal,1,3,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist","Um häufige Missverständnisse zu erkennen|Um zu sehen, ob der KI-Tutor gut funktioniert|Um den Unterricht besser an unsere Fragen anzupassen","Ja, Quellenangaben sind mir wichtig",kostenpflichtig ,bessere noten durch bessere erklärungen,
S251,student,4BHITM,2026-05-27T12:49:17.6666667,12. Schulstufe,Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT|Google Gemini|Microsoft Copilot|Claude Code|GitHub Copilot,Alle,"Ja, über 10 €/Monat",Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Zusammenfassungen erstellen|Prüfungsvorbereitung",Laptop,3,Seltener,"Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Programmierunterricht,,/,Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben|Zusammenfassungen von Unterrichtsmaterial erstellen,Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Nein, Deutsch reicht völlig",,1,2,3,2,3,Personalisiertes Lerntempo|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben,2,3,Manchmal,1,1,2,Ist mir egal,Um häufige Missverständnisse zu erkennen,"Nein, mir reicht eine gute Antwort",/,/,
